timestamp,volts,t28,h28,t29,h29,t30,h30,t31,h31,t32,h32,t33,h33,t34,h34,Lascar-temp,Lascar-RH
2022-12-15 23:58,3.35,1.9,86.6,2.3,80.1,1.7,85.4,1.8,85.1,2,86.6,2.2,80.6,2.1,87.2,2,66.5
2022-12-16 00:03,3.35,1.9,86.7,2.2,80.5,1.6,85.5,1.8,85.1,2,86.6,2.1,80.6,2,87.2,2,66.5
2022-12-16 00:08,3.35,1.9,86.7,2.1,80.5,1.7,85.7,1.8,85.3,2,86.8,2.1,80.7,2,87.4,2,67
2022-12-16 00:13,3.35,1.9,86.9,2.1,80.6,1.6,85.9,1.7,85.4,2,86.8,2.1,80.7,2,87.6,2,67.5
2022-12-16 00:18,3.35,1.8,87,2.1,80.8,1.6,85.9,1.7,85.6,2,87.1,2.1,80.8,1.9,87.6,2,67.5
2022-12-16 00:23,3.35,1.8,87.1,2.1,81,1.6,86,1.7,85.6,1.9,87,2.1,80.9,2,87.7,2,68
2022-12-16 00:28,3.35,1.8,87.2,2.1,80.8,1.6,86.4,1.7,85.7,1.9,87.2,2.1,81.1,1.9,87.9,2,68
2022-12-16 00:33,3.35,1.8,87.4,2,81.1,1.5,86.3,1.6,86,1.9,87.5,2,81.2,1.9,88.1,2,68.5
2022-12-16 00:38,3.35,1.8,87.3,2.1,81.2,1.5,86.3,1.6,86,1.9,87.4,2,81.2,1.9,88.1,2,68.5
2022-12-16 00:43,3.36,1.8,87.4,2.1,81.1,1.5,86.4,1.6,86,1.9,87.4,2,81.3,1.8,88.2,2,69
2022-12-16 00:48,3.36,1.7,87.5,1.8,81.3,1.5,86.4,1.6,86.2,1.9,87.6,2,81.3,1.8,88.1,2,69
2022-12-16 00:53,3.36,1.7,87.5,1.9,81.2,1.5,86.5,1.6,86.2,1.8,87.6,2,81.4,1.8,88.3,2,69.5
2022-12-16 00:58,3.36,1.7,87.6,2,81.4,1.5,86.7,1.5,86.2,1.8,87.7,2,81.2,1.8,88.1,2,69.5
2022-12-16 01:03,3.36,1.7,87.6,2.1,81.4,1.5,86.7,1.5,86.3,1.8,87.7,1.9,81.5,1.8,88.4,2,69.5
2022-12-16 01:08,3.36,1.7,87.8,1.9,81.4,1.4,86.9,1.5,86.4,1.8,87.8,2,81.5,1.8,88.5,2,70
2022-12-16 01:13,3.36,1.7,87.7,2.1,81.8,1.4,86.8,1.5,86.5,1.8,87.9,1.9,81.5,1.8,88.5,2,70
2022-12-16 01:18,3.36,1.7,87.7,2,81.5,1.4,86.8,1.5,86.4,1.8,87.9,1.9,81.5,1.8,88.5,2,70.5
2022-12-16 01:23,3.36,1.7,87.7,2.1,81.6,1.4,86.8,1.5,86.4,1.8,87.8,1.9,81.3,1.7,88.3,2,70.5
2022-12-16 01:28,3.36,1.6,87.7,2,81.7,1.4,87,1.5,86.6,1.8,87.9,1.9,81.7,1.7,88.7,2,70.5
2022-12-16 01:33,3.36,1.6,87.9,1.8,81.8,1.4,86.8,1.5,86.7,1.8,88.1,1.9,81.8,1.8,88.8,2,70.5
2022-12-16 01:38,3.35,1.6,87.6,1.9,81.5,1.4,87,1.5,86.4,1.8,87.8,1.9,81.4,1.7,88.4,2,71
2022-12-16 01:43,3.35,1.6,87.8,1.9,81.6,1.4,86.8,1.4,86.7,1.7,88.2,1.9,81.7,1.7,88.7,2,71
2022-12-16 01:48,3.35,1.6,87.8,2,81.9,1.4,86.9,1.4,86.5,1.7,87.9,1.9,81.4,1.7,88.5,2,71
2022-12-16 01:53,3.35,1.6,87.9,1.8,81.8,1.3,86.9,1.4,86.6,1.7,88,1.9,81.6,1.7,88.6,2,71.5
2022-12-16 01:58,3.35,1.6,87.8,1.8,81.9,1.3,87.1,1.4,86.6,1.7,88,1.8,81.5,1.7,88.5,2,71.5
2022-12-16 02:03,3.35,1.6,88,1.9,81.9,1.3,87.2,1.4,86.7,1.7,88.1,1.8,81.6,1.7,88.7,2,71.5
2022-12-16 02:08,3.35,1.6,88,1.8,81.9,1.3,87.1,1.4,86.9,1.7,88.3,1.8,81.9,1.6,89,2,71.5
2022-12-16 02:13,3.36,1.5,88,1.9,82,1.3,87.2,1.4,86.8,1.7,88.2,1.8,81.8,1.6,88.8,2,71.5
2022-12-16 02:18,3.35,1.5,88.1,1.9,82.2,1.3,87.1,1.4,86.9,1.7,88.3,1.8,81.9,1.6,88.9,2,72
2022-12-16 02:23,3.35,1.5,87.9,1.9,82.2,1.3,87,1.4,86.7,1.7,88.1,1.8,81.6,1.6,88.7,2,72
2022-12-16 02:28,3.35,1.5,87.9,1.9,82.1,1.3,87,1.4,86.7,1.6,88.1,1.8,81.6,1.6,88.6,2,72
2022-12-16 02:33,3.35,1.5,88,1.7,81.8,1.3,87.1,1.3,86.7,1.6,88.1,1.8,81.7,1.6,88.7,2,72
2022-12-16 02:38,3.36,1.5,88.1,1.9,82,1.3,87.2,1.4,86.8,1.6,88.2,1.7,81.9,1.6,89,2,72.5
2022-12-16 02:43,3.36,1.5,88.1,1.9,82.3,1.2,87.3,1.3,87,1.7,88.4,1.8,81.9,1.6,89,2,72.5
2022-12-16 02:48,3.36,1.5,88.2,1.9,82.3,1.3,87.2,1.3,87,1.6,88.4,1.8,81.9,1.6,89,2,72.5
2022-12-16 02:53,3.36,1.5,88.1,1.6,82.4,1.3,87.3,1.3,86.8,1.6,88.2,1.7,81.8,1.6,88.9,2,72.5
2022-12-16 02:58,3.36,1.5,88.2,1.8,82.3,1.3,87.4,1.4,87,1.6,88.4,1.7,82.1,1.6,89.1,2,72.5
2022-12-16 03:03,3.35,1.5,88.3,1.7,82.4,1.3,87.3,1.3,87.1,1.6,88.4,1.7,82.1,1.6,89.1,2,72.5
2022-12-16 03:08,3.36,1.5,88.1,1.8,82.6,1.3,87.2,1.3,87,1.6,88.4,1.7,81.9,1.6,89.1,2,73
2022-12-16 03:13,3.36,1.5,88.1,1.8,82.2,1.3,87.4,1.3,86.9,1.6,88.3,1.7,81.7,1.6,88.8,2,73
2022-12-16 03:18,3.36,1.5,88.2,1.8,82.5,1.2,87.3,1.3,87,1.6,88.4,1.7,81.9,1.6,89,2,73
2022-12-16 03:23,3.36,1.5,88.2,1.9,82.4,1.3,87.3,1.3,87,1.6,88.3,1.7,81.9,1.6,89,2,73
2022-12-16 03:28,3.35,1.5,88,1.8,82.3,1.3,87.3,1.3,86.9,1.6,88.3,1.7,81.7,1.6,88.8,2,73
2022-12-16 03:33,3.36,1.5,88.1,1.7,82.5,1.2,87.3,1.3,86.9,1.6,88.3,1.7,81.8,1.6,88.9,2,73
2022-12-16 03:38,3.36,1.5,88.2,1.8,82.3,1.3,87.5,1.3,86.9,1.6,88.3,1.8,81.9,1.6,89,2,73.5
2022-12-16 03:43,3.36,1.5,88.2,2,82.5,1.3,87.4,1.3,87.1,1.6,88.5,1.7,81.9,1.6,89,2,73.5
2022-12-16 03:48,3.36,1.5,88.3,1.9,82.6,1.3,87.3,1.3,87.1,1.6,88.5,1.7,81.9,1.6,89.1,2,73.5
2022-12-16 03:53,3.36,1.5,88.3,1.8,82.4,1.2,87.3,1.3,87.1,1.6,88.4,1.8,81.8,1.6,88.9,2,73.5
2022-12-16 03:58,3.36,1.5,88.1,1.8,82.5,1.2,87.4,1.3,87,1.6,88.3,1.8,81.7,1.6,88.9,2,73.5
2022-12-16 04:03,3.36,1.5,88.3,1.7,82.6,1.3,87.5,1.3,87.1,1.6,88.4,1.7,81.9,1.6,89.1,2,73.5
2022-12-16 04:08,3.36,1.5,88.3,1.9,82.6,1.3,87.5,1.3,87.1,1.6,88.4,1.7,82,1.6,89.2,2,73.5
2022-12-16 04:13,3.36,1.5,88.3,1.7,82.7,1.3,87.5,1.3,87.2,1.6,88.6,1.7,82.1,1.6,89.2,2,74
2022-12-16 04:18,3.36,1.5,88.3,1.9,82.6,1.3,87.5,1.3,87.1,1.6,88.5,1.7,81.9,1.6,89,2,74
2022-12-16 04:23,3.36,1.4,88.3,1.7,82.8,1.2,87.5,1.3,87.1,1.6,88.5,1.7,82,1.6,89,2,74
2022-12-16 04:28,3.36,1.5,88.4,1.8,82.7,1.3,87.5,1.3,87.2,1.6,88.6,1.7,82,1.6,89.1,2,74
2022-12-16 04:33,3.36,1.5,88.3,1.8,82.8,1.2,87.7,1.3,87.2,1.6,88.5,1.8,81.9,1.6,89.1,2,74
2022-12-16 04:38,3.36,1.5,88.5,1.6,82.8,1.3,87.5,1.3,87.3,1.6,88.7,1.7,82.2,1.6,89.3,2,74
2022-12-16 04:43,3.36,1.5,88.4,1.8,82.8,1.3,87.5,1.3,87.2,1.6,88.5,1.8,82,1.6,89.2,2,74
2022-12-16 04:48,3.36,1.5,88.4,1.7,82.8,1.3,87.6,1.3,87.1,1.6,88.5,1.7,82,1.6,89.1,2,74
2022-12-16 04:53,3.36,1.5,88.4,1.8,82.8,1.3,87.6,1.4,87.2,1.6,88.5,1.8,82,1.6,89.2,2,74.5
2022-12-16 04:58,3.36,1.5,88.5,1.8,82.8,1.3,87.6,1.3,87.3,1.6,88.7,1.7,82.2,1.6,89.2,2,74.5
2022-12-16 05:03,3.35,1.5,88.5,1.9,82.8,1.3,87.6,1.3,87.3,1.6,88.7,1.8,82.3,1.6,89.4,2,74.5
2022-12-16 05:08,3.36,1.5,88.5,1.8,83,1.3,87.7,1.4,87.3,1.6,88.6,1.8,82.2,1.6,89.3,2,74.5
2022-12-16 05:13,3.36,1.5,88.5,1.9,83,1.3,87.7,1.4,87.4,1.6,88.7,1.8,82.2,1.6,89.3,2,74.5
2022-12-16 05:18,3.35,1.5,88.5,1.8,82.9,1.3,87.6,1.4,87.3,1.6,88.7,1.8,82.2,1.7,89.3,2,74.5
2022-12-16 05:23,3.35,1.5,88.5,1.9,82.9,1.3,87.7,1.4,87.3,1.7,88.7,1.8,82.2,1.6,89.4,2,74.5
2022-12-16 05:28,3.35,1.5,88.5,1.8,82.9,1.3,87.6,1.4,87.3,1.7,88.7,1.8,82.2,1.6,89.2,2,74.5
2022-12-16 05:33,3.35,1.5,88.5,1.8,82.9,1.3,87.7,1.4,87.2,1.7,88.5,1.8,82,1.6,89.1,2,74.5
2022-12-16 05:38,3.35,1.5,88.5,1.8,83,1.3,87.8,1.4,87.3,1.7,88.7,1.8,82.1,1.7,89.2,2,75
2022-12-16 05:43,3.35,1.6,88.6,1.9,83,1.3,87.7,1.4,87.4,1.7,88.8,1.8,82.4,1.7,89.5,2,75
2022-12-16 05:48,3.35,1.6,88.5,2,83.1,1.4,87.7,1.4,87.3,1.7,88.7,1.8,82.2,1.7,89.3,2,75
2022-12-16 05:53,3.35,1.6,88.6,1.8,83.2,1.4,87.8,1.4,87.4,1.7,88.7,1.8,82.2,1.7,89.3,2,75
2022-12-16 05:58,3.35,1.6,88.6,2,83.1,1.4,87.9,1.5,87.4,1.7,88.7,1.9,82.1,1.7,89.2,2,75
2022-12-16 06:03,3.35,1.6,88.7,1.9,83.3,1.4,87.9,1.5,87.6,1.7,88.9,1.9,82.4,1.7,89.5,2,75
2022-12-16 06:08,3.35,1.6,88.7,1.8,83.3,1.4,87.9,1.5,87.5,1.7,88.8,1.9,82.3,1.7,89.4,2,75
2022-12-16 06:13,3.35,1.6,88.7,1.8,83.3,1.4,87.7,1.5,87.5,1.8,88.7,1.9,82.3,1.7,89.4,2,75
2022-12-16 06:18,3.35,1.6,88.5,1.9,83.1,1.4,87.8,1.5,87.4,1.8,88.7,1.9,82.1,1.7,89.2,2,75
2022-12-16 06:23,3.35,1.6,88.7,1.9,83.2,1.4,87.9,1.5,87.4,1.8,88.8,1.9,82.4,1.7,89.4,2,75
2022-12-16 06:28,3.35,1.6,88.7,2,83.1,1.4,87.9,1.5,87.5,1.8,88.8,1.9,82.3,1.7,89.5,2,75.5
2022-12-16 06:33,3.35,1.6,88.7,2.1,83.3,1.4,87.9,1.5,87.5,1.8,88.8,1.9,82.3,1.8,89.4,2,75.5
2022-12-16 06:38,3.35,1.7,88.7,1.9,83.2,1.4,87.9,1.5,87.5,1.8,88.9,2,82.3,1.8,89.4,2,75.5
2022-12-16 06:43,3.35,1.7,88.7,1.9,83.3,1.5,87.9,1.5,87.4,1.8,88.7,2,82.2,1.8,89.3,2,75.5
2022-12-16 06:48,3.35,1.7,88.8,1.9,83.4,1.5,88,1.5,87.5,1.8,88.9,2,82.3,1.8,89.5,2,75.5
2022-12-16 06:53,3.35,1.7,88.8,2.1,83.4,1.5,87.9,1.6,87.6,1.8,88.9,2,82.3,1.8,89.5,2,75.5
2022-12-16 06:58,3.35,1.7,88.7,2.1,83.3,1.5,87.9,1.6,87.6,1.8,88.9,2,82.5,1.8,89.5,2,75.5
2022-12-16 07:03,3.35,1.7,88.8,2,83.4,1.5,88,1.6,87.6,1.9,88.9,2,82.5,1.8,89.6,2,75.5
2022-12-16 07:08,3.35,1.7,88.7,2.1,83.6,1.5,88,1.6,87.6,1.9,88.9,2,82.3,1.8,89.4,2,75.5
2022-12-16 07:13,3.35,1.7,88.8,1.9,83.4,1.5,88,1.6,87.6,1.9,88.9,2,82.4,1.8,89.4,2,75.5
2022-12-16 07:18,3.35,1.7,88.8,2.1,83.5,1.5,88.1,1.6,87.6,1.9,88.9,2,82.4,1.9,89.5,2,75.5
2022-12-16 07:23,3.35,1.8,88.9,2,83.6,1.5,88.1,1.6,87.7,1.9,89,2,82.6,1.9,89.7,2,76
2022-12-16 07:28,3.35,1.8,88.9,1.9,83.5,1.6,88.1,1.6,87.7,1.9,89,2,82.5,1.9,89.6,2,76
2022-12-16 07:33,3.35,1.8,88.9,2.1,83.6,1.6,88.1,1.7,87.7,1.9,89,2,82.5,1.9,89.6,2,76
2022-12-16 07:38,3.35,1.8,88.9,2,83.7,1.6,88.1,1.7,87.7,1.9,89,2.1,82.4,1.9,89.5,2,76
2022-12-16 07:43,3.35,1.8,88.8,2.1,83.6,1.6,88.1,1.7,87.7,2,89,2.1,82.4,1.9,89.5,2,76
2022-12-16 07:48,3.35,1.8,88.9,2.2,83.5,1.6,88.2,1.7,87.7,2,89,2.1,82.4,1.9,89.6,2,76
2022-12-16 07:53,3.34,1.8,89,2.1,83.7,1.6,88.1,1.7,87.7,2,89.1,2.1,82.6,1.9,89.7,2,76
2022-12-16 07:58,3.34,1.9,88.9,2.3,83.6,1.6,88.2,1.7,87.7,2,89.1,2.1,82.6,1.9,89.6,2,76
2022-12-16 08:03,3.35,1.9,89,2,83.8,1.6,88.2,1.7,87.8,2,89.1,2.1,82.7,2,89.7,2,76
2022-12-16 08:08,3.34,1.9,88.9,2.2,83.8,1.7,88.2,1.7,87.7,2,89,2.1,82.5,2,89.6,2,76
2022-12-16 08:13,3.34,1.9,89.1,2.2,83.8,1.7,88.2,1.8,87.9,2,89.1,2.1,82.7,2,89.8,2,76
2022-12-16 08:18,3.34,1.9,89,2.1,83.8,1.7,88.2,1.7,87.9,2,89.1,2.1,82.7,2,89.7,2,76
2022-12-16 08:23,3.34,1.9,89.1,2.2,83.7,1.7,88.2,1.8,87.8,2,89.1,2.1,82.6,2,89.6,2,76.5
2022-12-16 08:28,3.35,1.9,88.9,2.2,83.8,1.7,88.2,1.8,87.7,2,89,2.1,82.5,2,89.6,2,76.5
2022-12-16 08:33,3.34,1.9,89,2.1,83.8,1.7,88.3,1.8,87.8,2,89.1,2.2,82.6,2,89.6,2,76.5
2022-12-16 08:38,3.34,1.9,89,2.3,83.9,1.7,88.3,1.8,87.8,2,89.2,2.2,82.6,2,89.7,2,76.5
2022-12-16 08:43,3.34,1.9,89,2.1,83.9,1.7,88.3,1.8,87.9,2.1,89.2,2.2,82.6,2,89.7,2,76.5
2022-12-16 08:48,3.34,1.9,89.1,2.1,83.7,1.7,88.4,1.8,87.9,2.1,89.2,2.2,82.7,2,89.7,2,76.5
2022-12-16 08:53,3.34,2,89.2,2.4,84,1.7,88.4,1.8,88.1,2.1,89.4,2.2,82.9,2.1,90,2.5,76.5
2022-12-16 08:58,3.34,2,89.2,2.3,84.1,1.8,88.4,1.8,88,2.1,89.3,2.2,82.8,2.1,89.8,2.5,76.5
2022-12-16 09:03,3.34,2,89.2,2.5,84,1.8,88.4,1.9,88,2.1,89.3,2.3,82.8,2.1,89.8,2.5,76.5
2022-12-16 09:08,3.34,2,89.2,2.4,83.9,1.8,88.5,1.9,88,2.1,89.3,2.3,82.8,2.1,89.9,2.5,76.5
2022-12-16 09:13,3.34,2,89.2,2.4,84,1.8,88.5,1.9,88,2.1,89.3,2.3,82.8,2.1,89.8,2.5,76.5
2022-12-16 09:18,3.34,2,89.2,2.3,84.2,1.8,88.5,1.9,88.1,2.1,89.4,2.3,82.8,2.1,89.9,2.5,76.5
2022-12-16 09:23,3.34,2,89.2,2.4,84.1,1.8,88.5,1.9,88.1,2.2,89.3,2.3,82.9,2.1,89.9,2.5,77
2022-12-16 09:28,3.34,2,89.2,2.4,84.2,1.8,88.6,1.9,88,2.2,89.4,2.3,82.8,2.1,89.9,2.5,77
2022-12-16 09:33,3.34,2.1,89.2,2.2,84.1,1.9,88.6,1.9,88.2,2.2,89.4,2.3,82.9,2.1,89.9,2.5,77
2022-12-16 09:38,3.34,2.1,89.3,2.4,84,1.9,88.6,2,88.1,2.2,89.4,2.3,82.8,2.2,89.9,2.5,77
2022-12-16 09:43,3.34,2.1,89.2,2.4,84.2,1.9,88.6,2,88.1,2.2,89.4,2.3,82.9,2.2,89.9,2.5,77
2022-12-16 09:48,3.34,2.2,89.2,2.4,84.3,1.9,88.5,2,88.1,2.2,89.4,2.3,82.9,2.2,89.9,2.5,77
2022-12-16 09:53,3.34,2.1,89.1,2.4,84.2,1.9,88.5,2,88.2,2.3,89.4,2.4,82.9,2.2,89.9,2.5,77
2022-12-16 09:58,3.34,2.2,89.2,2.4,84.3,2,88.6,2,88.2,2.3,89.6,2.4,82.9,2.3,89.8,2.5,77
2022-12-16 10:03,3.34,2.2,89.1,2.6,84.1,2,88.5,2,88.1,2.3,89.4,2.4,82.9,2.3,89.8,2.5,77
2022-12-16 10:08,3.34,2.2,89.1,2.5,84.2,2,88.6,2,88.1,2.3,89.4,2.4,82.9,2.3,89.8,2.5,77
2022-12-16 10:13,3.34,2.2,89.3,2.5,84.2,2.1,88.5,2.1,88.3,2.3,89.6,2.4,83.1,2.3,90,2.5,77
2022-12-16 10:18,3.34,2.3,89.1,2.5,84.3,2.1,88.6,2.1,88.2,2.4,89.5,2.5,83.1,2.4,90,2.5,77
2022-12-16 10:23,3.34,2.3,89,2.6,84.3,2.1,88.4,2.2,88.3,2.4,89.6,2.5,83.1,2.4,89.9,2.5,77
2022-12-16 10:28,3.34,2.3,88.9,2.7,84.1,2.1,88.3,2.2,88,2.4,89.3,2.6,82.9,2.4,89.8,2.5,77
2022-12-16 10:33,3.34,2.4,88.8,2.6,84.2,2.1,88.4,2.2,87.9,2.4,89.2,2.6,82.8,2.4,89.7,2.5,77
2022-12-16 10:38,3.34,2.4,88.9,2.6,84.2,2.1,88.4,2.2,88,2.5,89.3,2.6,82.9,2.4,89.7,2.5,77
2022-12-16 10:43,3.34,2.4,88.9,2.6,84.2,2.2,88.4,2.2,88,2.5,89.2,2.6,82.9,2.4,89.7,2.5,77
2022-12-16 10:48,3.34,2.4,89,2.7,84.2,2.2,88.4,2.2,88.1,2.5,89.3,2.6,83,2.5,89.8,2.5,77.5
2022-12-16 10:53,3.34,2.4,88.9,2.6,84.2,2.2,88.6,2.3,88.1,2.5,89.4,2.7,83,2.5,89.8,2.5,77.5
2022-12-16 10:58,3.34,2.4,89,2.9,84.4,2.2,88.6,2.3,88.1,2.5,89.4,2.7,82.9,2.5,89.8,2.5,77.5
2022-12-16 11:03,3.34,2.4,89.1,2.8,84.4,2.3,88.6,2.3,88.2,2.5,89.4,2.7,83,2.5,89.8,2.5,77.5
2022-12-16 11:08,3.34,2.5,89.1,2.7,84.4,2.3,88.7,2.3,88.2,2.6,89.4,2.7,83,2.6,89.9,2.5,77.5
2022-12-16 11:13,3.34,2.5,89.3,2.8,84.4,2.3,88.6,2.3,88.4,2.6,89.6,2.7,83.3,2.6,90.1,3,77.5
2022-12-16 11:18,3.34,2.5,89.1,2.9,84.5,2.3,88.7,2.4,88.2,2.6,89.5,2.7,83.1,2.6,89.9,3,77.5
2022-12-16 11:23,3.34,2.5,89.2,2.9,84.4,2.3,88.7,2.4,88.2,2.6,89.5,2.7,83,2.6,89.9,3,77.5
